Placement:Delivery zone
0,0.19,-18|1,1,1|0,0,0,1|0,-0.5,0
0,1.53,-18|1,1,1|0,0,0,1|0,-0.5,0
0,2.99,-18|1,1,1|0,0,0,1|0,-0.5,0
-1.75,0.19,-12|1,1,1|0,0,0,1|0,-0.5,0
-1.75,0.19,-14|1,1,1|0,0,0,1|0,-0.5,0
-1.75,0.19,-16|1,1,1|0,0,0,1|0,-0.5,0
-1.75,0.19,-18|1,1,1|0,0,0,1|0,-0.5,0
-1.75,1.53,-12|1,1,1|0,0,0,1|0,-0.5,0
-1.75,1.53,-14|1,1,1|0,0,0,1|0,-0.5,0
-1.75,1.53,-16|1,1,1|0,0,0,1|0,-0.5,0
-1.75,1.53,-18|1,1,1|0,0,0,1|0,-0.5,0
-1.75,2.99,-12|1,1,1|0,0,0,1|0,-0.5,0
-1.75,2.99,-14|1,1,1|0,0,0,1|0,-0.5,0
-1.75,2.99,-16|1,1,1|0,0,0,1|0,-0.5,0
-1.75,2.99,-18|1,1,1|0,0,0,1|0,-0.5,0
1.75,0.19,-12|1,1,1|0,0,0,1|0,-0.5,0
1.75,0.19,-14|1,1,1|0,0,0,1|0,-0.5,0
1.75,0.19,-16|1,1,1|0,0,0,1|0,-0.5,0
1.75,0.19,-18|1,1,1|0,0,0,1|0,-0.5,0
1.75,1.53,-12|1,1,1|0,0,0,1|0,-0.5,0
1.75,1.53,-14|1,1,1|0,0,0,1|0,-0.5,0
1.75,1.53,-16|1,1,1|0,0,0,1|0,-0.5,0
1.75,1.53,-18|1,1,1|0,0,0,1|0,-0.5,0
1.75,2.99,-12|1,1,1|0,0,0,1|0,-0.5,0
1.75,2.99,-14|1,1,1|0,0,0,1|0,-0.5,0
1.75,2.99,-16|1,1,1|0,0,0,1|0,-0.5,0
1.75,2.99,-18|1,1,1|0,0,0,1|0,-0.5,0
12,0.19,-12|1,1,1|0,0,0,1|0,-0.5,0
12,1.53,-12|1,1,1|0,0,0,1|0,-0.5,0
12,2.99,-12|1,1,1|0,0,0,1|0,-0.5,0
12,0.19,-18|1,1,1|0,0,0,1|0,-0.5,0
12,1.53,-18|1,1,1|0,0,0,1|0,-0.5,0
12,2.99,-18|1,1,1|0,0,0,1|0,-0.5,0
10.25,0.19,-12|1,1,1|0,0,0,1|0,-0.5,0
10.25,0.19,-14|1,1,1|0,0,0,1|0,-0.5,0
10.25,0.19,-16|1,1,1|0,0,0,1|0,-0.5,0
10.25,0.19,-18|1,1,1|0,0,0,1|0,-0.5,0
10.25,1.53,-12|1,1,1|0,0,0,1|0,-0.5,0
10.25,1.53,-14|1,1,1|0,0,0,1|0,-0.5,0
10.25,1.53,-16|1,1,1|0,0,0,1|0,-0.5,0
10.25,1.53,-18|1,1,1|0,0,0,1|0,-0.5,0
10.25,2.99,-12|1,1,1|0,0,0,1|0,-0.5,0
10.25,2.99,-14|1,1,1|0,0,0,1|0,-0.5,0
10.25,2.99,-16|1,1,1|0,0,0,1|0,-0.5,0
10.25,2.99,-18|1,1,1|0,0,0,1|0,-0.5,0
13.75,0.19,-12|1,1,1|0,0,0,1|0,-0.5,0
13.75,0.19,-14|1,1,1|0,0,0,1|0,-0.5,0
13.75,0.19,-16|1,1,1|0,0,0,1|0,-0.5,0
13.75,0.19,-18|1,1,1|0,0,0,1|0,-0.5,0
13.75,1.53,-12|1,1,1|0,0,0,1|0,-0.5,0
13.75,1.53,-14|1,1,1|0,0,0,1|0,-0.5,0
13.75,1.53,-16|1,1,1|0,0,0,1|0,-0.5,0
13.75,1.53,-18|1,1,1|0,0,0,1|0,-0.5,0
13.75,2.99,-12|1,1,1|0,0,0,1|0,-0.5,0
13.75,2.99,-14|1,1,1|0,0,0,1|0,-0.5,0
13.75,2.99,-16|1,1,1|0,0,0,1|0,-0.5,0
13.75,2.99,-18|1,1,1|0,0,0,1|0,-0.5,0
-12,0.19,-3|1,1,1|0,0,0,1|0,-0.5,0
-12,1.53,-3|1,1,1|0,0,0,1|0,-0.5,0
-12,2.99,-3|1,1,1|0,0,0,1|0,-0.5,0
-12,0.19,3|1,1,1|0,0,0,1|0,-0.5,0
-12,1.53,3|1,1,1|0,0,0,1|0,-0.5,0
-12,2.99,3|1,1,1|0,0,0,1|0,-0.5,0
-10.25,0.19,-3|1,1,1|0,0,0,1|0,-0.5,0
-10.25,0.19,-1|1,1,1|0,0,0,1|0,-0.5,0
-10.25,0.19,1|1,1,1|0,0,0,1|0,-0.5,0
-10.25,0.19,3|1,1,1|0,0,0,1|0,-0.5,0
-10.25,1.53,-3|1,1,1|0,0,0,1|0,-0.5,0
-10.25,1.53,-1|1,1,1|0,0,0,1|0,-0.5,0
-10.25,1.53,1|1,1,1|0,0,0,1|0,-0.5,0
-10.25,1.53,3|1,1,1|0,0,0,1|0,-0.5,0
-10.25,2.99,-3|1,1,1|0,0,0,1|0,-0.5,0
-10.25,2.99,-1|1,1,1|0,0,0,1|0,-0.5,0
-10.25,2.99,1|1,1,1|0,0,0,1|0,-0.5,0
-10.25,2.99,3|1,1,1|0,0,0,1|0,-0.5,0
-13.75,0.19,-3|1,1,1|0,0,0,1|0,-0.5,0
-13.75,0.19,-1|1,1,1|0,0,0,1|0,-0.5,0
-13.75,0.19,1|1,1,1|0,0,0,1|0,-0.5,0
-13.75,0.19,3|1,1,1|0,0,0,1|0,-0.5,0
-13.75,1.53,-3|1,1,1|0,0,0,1|0,-0.5,0
-13.75,1.53,NaN|1,1,1|0,0,0,1|0,-0.5,0
-13.75,1.53,1|1,1,1|0,0,0,1|0,-0.5,0
-13.75,1.53,3|1,1,1|0,0,0,1|0,-0.5,0
-13.75,2.99,-3|1,1,1|0,0,0,1|0,-0.5,0
-13.75,2.99,-1|1,1,1|0,0,0,1|0,-0.5,0
-13.75,2.99,1|1,1,1|0,0,0,1|0,-0.5,0
-13.75,2.99,3|1,1,1|0,0,0,1|0,-0.5,0
0,0.19,-3|1,1,1|0,0,0,1|0,-0.5,0
0,1.53,-3|1,1,1|0,0,0,1|0,-0.5,0
0,2.99,-3|1,1,1|0,0,0,1|0,-0.5,0
0,0.19,3|1,1,1|0,0,0,1|0,-0.5,0
0,1.53,3|1,1,1|0,0,0,1|0,-0.5,0
0,2.99,3|1,1,1|0,0,0,1|0,-0.5,0
-1.75,0.19,-3|1,1,1|0,0,0,1|0,-0.5,0
-1.75,0.19,-1|1,1,1|0,0,0,1|0,-0.5,0
-1.75,0.19,1|1,1,1|0,0,0,1|0,-0.5,0
-1.75,0.19,3|1,1,1|0,0,0,1|0,-0.5,0
-1.75,1.53,-3|1,1,1|0,0,0,1|0,-0.5,0
-1.75,1.53,-1|1,1,1|0,0,0,1|0,-0.5,0
-1.75,1.53,1|1,1,1|0,0,0,1|0,-0.5,0
-1.75,1.53,3|1,1,1|0,0,0,1|0,-0.5,0
-1.75,2.99,-3|1,1,1|0,0,0,1|0,-0.5,0
-1.75,2.99,-1|1,1,1|0,0,0,1|0,-0.5,0
-1.75,2.99,1|1,1,1|0,0,0,1|0,-0.5,0
-1.75,2.99,3|1,1,1|0,0,0,1|0,-0.5,0
1.75,0.19,-3|1,1,1|0,0,0,1|0,-0.5,0
1.75,0.19,-1|1,1,1|0,0,0,1|0,-0.5,0
1.75,0.19,1|1,1,1|0,0,0,1|0,-0.5,0
1.75,0.19,3|1,1,1|0,0,0,1|0,-0.5,0
1.75,1.53,-3|1,1,1|0,0,0,1|0,-0.5,0
1.75,1.53,-1|1,1,1|0,0,0,1|0,-0.5,0
1.75,1.53,1|1,1,1|0,0,0,1|0,-0.5,0
1.75,1.53,3|1,1,1|0,0,0,1|0,-0.5,0
1.75,2.99,-3|1,1,1|0,0,0,1|0,-0.5,0
1.75,2.99,-1|1,1,1|0,0,0,1|0,-0.5,0
1.75,2.99,1|1,1,1|0,0,0,1|0,-0.5,0
1.75,2.99,3|1,1,1|0,0,0,1|0,-0.5,0
12,0.19,-3|1,1,1|0,0,0,1|0,-0.5,0
12,1.53,-3|1,1,1|0,0,0,1|0,-0.5,0
12,2.99,-3|1,1,1|0,0,0,1|0,-0.5,0
12,0.19,3|1,1,1|0,0,0,1|0,-0.5,0
12,1.53,3|1,1,1|0,0,0,1|0,-0.5,0
12,2.99,3|1,1,1|0,0,0,1|0,-0.5,0
10.25,0.19,-3|1,1,1|0,0,0,1|0,-0.5,0
10.25,0.19,-1|1,1,1|0,0,0,1|0,-0.5,0
10.25,0.19,1|1,1,1|0,0,0,1|0,-0.5,0
10.25,0.19,3|1,1,1|0,0,0,1|0,-0.5,0
10.25,1.53,-3|1,1,1|0,0,0,1|0,-0.5,0
10.25,1.53,-1|1,1,1|0,0,0,1|0,-0.5,0
10.25,1.53,1|1,1,1|0,0,0,1|0,-0.5,0
10.25,1.53,3|1,1,1|0,0,0,1|0,-0.5,0
10.25,2.99,-3|1,1,1|0,0,0,1|0,-0.5,0
10.25,2.99,-1|1,1,1|0,0,0,1|0,-0.5,0
10.25,2.99,1|1,1,1|0,0,0,1|0,-0.5,0
10.25,2.99,3|1,1,1|0,0,0,1|0,-0.5,0
13.75,0.19,-3|1,1,1|0,0,0,1|0,-0.5,0
13.75,0.19,-1|1,1,1|0,0,0,1|0,-0.5,0
13.75,0.19,1|1,1,1|0,0,0,1|0,-0.5,0
13.75,0.19,3|1,1,1|0,0,0,1|0,-0.5,0
13.75,1.53,-3|1,1,1|0,0,0,1|0,-0.5,0
13.75,1.53,-1|1,1,1|0,0,0,1|0,-0.5,0
13.75,1.53,1|1,1,1|0,0,0,1|0,-0.5,0
13.75,1.53,3|1,1,1|0,0,0,1|0,-0.5,0
13.75,2.99,-3|1,1,1|0,0,0,1|0,-0.5,0
13.75,2.99,-1|1,1,1|0,0,0,1|0,-0.5,0
13.75,2.99,1|1,1,1|0,0,0,1|0,-0.5,0
13.75,2.99,3|1,1,1|0,0,0,1|0,-0.5,0
-12,0.19,12|1,1,1|0,0,0,1|0,-0.5,0
-12,1.53,12|1,1,1|0,0,0,1|0,-0.5,0
-12,2.99,12|1,1,1|0,0,0,1|0,-0.5,0
-12,0.19,18|1,1,1|0,0,0,1|0,-0.5,0
-12,1.53,18|1,1,1|0,0,0,1|0,-0.5,0
-12,2.99,18|1,1,1|0,0,0,1|0,-0.5,0
-10.25,0.19,12|1,1,1|0,0,0,1|0,-0.5,0
-10.25,0.19,14|1,1,1|0,0,0,1|0,-0.5,0
-10.25,0.19,16|1,1,1|0,0,0,1|0,-0.5,0
-10.25,0.19,18|1,1,1|0,0,0,1|0,-0.5,0
-10.25,1.53,12|1,1,1|0,0,0,1|0,-0.5,0
-10.25,1.53,14|1,1,1|0,0,0,1|0,-0.5,0
-10.25,1.53,16|1,1,1|0,0,0,1|0,-0.5,0
-10.25,1.53,18|1,1,1|0,0,0,1|0,-0.5,0
-10.25,2.99,12|1,1,1|0,0,0,1|0,-0.5,0
-10.25,2.99,14|1,1,1|0,0,0,1|0,-0.5,0
-10.25,2.99,16|1,1,1|0,0,0,1|0,-0.5,0
-10.25,2.99,18|1,1,1|0,0,0,1|0,-0.5,0
-13.75,0.19,12|1,1,1|0,0,0,1|0,-0.5,0
-13.75,0.19,14|1,1,1|0,0,0,1|0,-0.5,0
-13.75,0.19,16|1,1,1|0,0,0,1|0,-0.5,0
-13.75,0.19,18|1,1,1|0,0,0,1|0,-0.5,0
-13.75,1.53,12|1,1,1|0,0,0,1|0,-0.5,0
-13.75,1.53,14|1,1,1|0,0,0,1|0,-0.5,0
-13.75,1.53,16|1,1,1|0,0,0,1|0,-0.5,0
-13.75,1.53,18|1,1,1|0,0,0,1|0,-0.5,0
-13.75,2.99,12|1,1,1|0,0,0,1|0,-0.5,0
-13.75,2.99,14|1,1,1|0,0,0,1|0,-0.5,0
-13.75,2.99,16|1,1,1|0,0,0,1|0,-0.5,0
-13.75,2.99,18|1,1,1|0,0,0,1|0,-0.5,0
0,0.19,12|1,1,1|0,0,0,1|0,-0.5,0
0,1.53,12|1,1,1|0,0,0,1|0,-0.5,0
0,2.99,12|1,1,1|0,0,0,1|0,-0.5,0
0,0.19,18|1,1,1|0,0,0,1|0,-0.5,0
0,1.53,18|1,1,1|0,0,0,1|0,-0.5,0
0,2.99,18|1,1,1|0,0,0,1|0,-0.5,0
-1.75,0.19,-12|1,1,1|0,0,0,1|0,-0.5,0
-1.75,0.19,-14|1,1,1|0,0,0,1|0,-0.5,0
-1.75,0.19,-16|1,1,1|0,0,0,1|0,-0.5,0
-1.75,0.19,-18|1,1,1|0,0,0,1|0,-0.5,0
-1.75,1.53,12|1,1,1|0,0,0,1|0,-0.5,0
-1.75,1.53,14|1,1,1|0,0,0,1|0,-0.5,0
-1.75,1.53,16|1,1,1|0,0,0,1|0,-0.5,0
-1.75,1.53,18|1,1,1|0,0,0,1|0,-0.5,0
-1.75,2.99,12|1,1,1|0,0,0,1|0,-0.5,0
-1.75,2.99,14|1,1,1|0,0,0,1|0,-0.5,0
-1.75,2.99,16|1,1,1|0,0,0,1|0,-0.5,0
-1.75,2.99,18|1,1,1|0,0,0,1|0,-0.5,0
1.75,0.19,12|1,1,1|0,0,0,1|0,-0.5,0
1.75,0.19,14|1,1,1|0,0,0,1|0,-0.5,0
1.75,0.19,16|1,1,1|0,0,0,1|0,-0.5,0
1.75,0.19,18|1,1,1|0,0,0,1|0,-0.5,0
1.75,1.53,12|1,1,1|0,0,0,1|0,-0.5,0
1.75,1.53,14|1,1,1|0,0,0,1|0,-0.5,0
1.75,1.53,16|1,1,1|0,0,0,1|0,-0.5,0
1.75,1.53,18|1,1,1|0,0,0,1|0,-0.5,0
1.75,2.99,12|1,1,1|0,0,0,1|0,-0.5,0
1.75,2.99,14|1,1,1|0,0,0,1|0,-0.5,0
1.75,2.99,16|1,1,1|0,0,0,1|0,-0.5,0
1.75,2.99,18|1,1,1|0,0,0,1|0,-0.5,0
12,0.19,12|1,1,1|0,0,0,1|0,-0.5,0
12,1.53,12|1,1,1|0,0,0,1|0,-0.5,0
12,2.99,12|1,1,1|0,0,0,1|0,-0.5,0
12,0.19,18|1,1,1|0,0,0,1|0,-0.5,0
12,1.53,18|1,1,1|0,0,0,1|0,-0.5,0
12,2.99,18|1,1,1|0,0,0,1|0,-0.5,0
10.25,0.19,12|1,1,1|0,0,0,1|0,-0.5,0
10.25,0.19,14|1,1,1|0,0,0,1|0,-0.5,0
10.25,0.19,16|1,1,1|0,0,0,1|0,-0.5,0
10.25,0.19,18|1,1,1|0,0,0,1|0,-0.5,0
10.25,1.53,12|1,1,1|0,0,0,1|0,-0.5,0
10.25,1.53,14|1,1,1|0,0,0,1|0,-0.5,0
10.25,1.53,16|1,1,1|0,0,0,1|0,-0.5,0
10.25,1.53,18|1,1,1|0,0,0,1|0,-0.5,0
10.25,2.99,12|1,1,1|0,0,0,1|0,-0.5,0
10.25,2.99,14|1,1,1|0,0,0,1|0,-0.5,0
10.25,2.99,16|1,1,1|0,0,0,1|0,-0.5,0
10.25,2.99,18|1,1,1|0,0,0,1|0,-0.5,0
13.75,0.19,12|1,1,1|0,0,0,1|0,-0.5,0
13.75,0.19,14|1,1,1|0,0,0,1|0,-0.5,0
13.75,0.19,16|1,1,1|0,0,0,1|0,-0.5,0
13.75,0.19,18|1,1,1|0,0,0,1|0,-0.5,0
13.75,1.53,12|1,1,1|0,0,0,1|0,-0.5,0
13.75,1.53,14|1,1,1|0,0,0,1|0,-0.5,0
13.75,1.53,16|1,1,1|0,0,0,1|0,-0.5,0
13.75,1.53,18|1,1,1|0,0,0,1|0,-0.5,0
13.75,2.99,12|1,1,1|0,0,0,1|0,-0.5,0
13.75,2.99,14|1,1,1|0,0,0,1|0,-0.5,0
13.75,2.99,16|1,1,1|0,0,0,1|0,-0.5,0
13.75,2.99,18|1,1,1|0,0,0,1|0,-0.5,0
Placement:Box Gray
-22,0,0|1,14,60|0,0,0,1|0,-0.5,0
0,0,-29.5|1,14,45|0,0.7071067811865478,0,0.707106781186548|0,-0.5,0
0,0,29.5|1,14,45|0,0.7071067811865478,0,0.707106781186548|0,-0.5,0
22,0,0|1,14,60|0,0,0,1|0,-0.5,0
Placement:Shelf
12,0,15|1,1,1|0,0,0,1|0,0,0
0,0,15|1,1,1|0,0,0,1|0,0,0
-12,0,15|1,1,1|0,0,0,1|0,0,0
-12,0,0|1,1,1|0,0,0,1|0,0,0
0,0,0|1,1,1|0,0,0,1|0,0,0
12,0,0|1,1,1|0,0,0,1|0,0,0
-12,0,-15|1,1,1|0,0,0,1|0,0,0
0,0,-15|1,1,1|0,0,0,1|0,0,0
12,0,-15|1,1,1|0,0,0,1|0,0,0
Placement:Roof
0,14,0|1,1,1|0,0,0,1|0,0,0
